user_id,u_n_orders,u_total_items,u_n_products,u_n_aisles,u_avg_basket,u_avg_gap,u_sd_gap,u_reorder_rate,n_candidates,expected_basket,n_recommended,n_actual
114496,3,46,38,19,15.3333,30.0,0.0,0.1739,38,5.0765,7,4
112463,6,40,19,12,6.6667,19.2,8.228,0.525,19,3.9602,5,5
176593,5,98,46,28,19.6,7.5,1.291,0.5306,46,13.27,16,16
194691,4,58,32,22,14.5,16.6667,11.9304,0.4483,32,8.4299,11,7
99465,16,138,70,30,8.625,13.6667,8.9735,0.4928,70,7.0751,9,2
90894,4,63,37,26,15.75,20.3333,16.7432,0.4127,37,5.5646,7,6
88619,33,218,116,52,6.6061,9.875,8.8454,0.4679,116,3.3201,4,4
163552,6,9,5,5,1.5,29.0,1.4142,0.4444,5,0.9326,2,0
58248,21,200,113,46,9.5238,16.0,9.096,0.435,113,8.7074,11,10
114906,7,46,38,28,6.5714,25.0,8.5557,0.1739,38,2.3043,3,2
123344,4,31,26,23,7.75,19.0,9.5394,0.1613,26,2.3516,3,0
85725,25,255,142,52,10.2,7.375,5.4359,0.4431,142,5.8951,8,3
190061,7,28,26,15,4.0,18.5,11.077,0.0714,26,1.8222,3,0
114844,32,409,162,62,12.7812,4.7097,2.3408,0.6039,162,7.3113,9,8
83177,4,7,5,5,1.75,30.0,0.0,0.2857,5,0.9964,2,0
164195,3,56,47,26,18.6667,18.5,13.435,0.1607,47,6.9834,9,5
33891,8,60,42,22,7.5,18.0,10.3118,0.3,42,3.0273,4,1
16746,17,342,94,45,20.1176,17.0625,7.6111,0.7251,94,17.099,21,26
90844,5,57,40,21,11.4,10.0,5.2281,0.2982,40,6.8729,9,6
198308,19,135,80,39,7.1053,11.3333,9.5178,0.4074,80,4.1295,5,6
91565,72,265,42,19,3.6806,4.8873,4.3868,0.8415,42,4.1117,5,4
179053,7,79,68,39,11.2857,20.0,10.3344,0.1392,68,3.936,5,13
32007,50,317,102,44,6.34,7.2857,4.113,0.6782,102,5.3602,7,7
183667,29,326,75,19,11.2414,12.3571,5.8513,0.7699,75,9.7823,12,12
27449,5,48,40,24,9.6,7.0,6.2183,0.1667,40,5.3998,7,5
151845,51,651,124,48,12.7647,7.16,3.4838,0.8095,124,11.359,14,5
27076,27,142,97,53,5.2593,6.9615,5.8888,0.3169,97,2.2453,3,4
152222,11,110,54,23,10.0,16.5,8.86,0.5091,54,7.2606,9,10
105022,9,71,54,26,7.8889,7.75,6.8609,0.2394,54,4.2619,6,9
144103,28,187,109,45,6.6786,11.5185,9.1078,0.4171,109,3.8437,5,6
21633,50,102,12,7,2.04,7.3469,5.5698,0.8824,12,1.4146,2,3
106451,23,114,30,17,4.9565,12.3182,8.032,0.7368,30,3.3784,5,0
92515,25,243,103,45,9.72,8.75,6.7967,0.5761,103,5.4072,7,7
176900,7,61,35,22,8.7143,16.5,12.724,0.4262,35,4.5116,6,7
94619,72,908,138,54,12.6111,4.9296,3.0205,0.848,138,16.7619,21,15
159612,16,16,1,1,1.0,11.4667,8.0876,0.9375,1,0.9346,1,1
151539,5,16,9,6,3.2,24.5,7.5498,0.4375,9,2.3641,3,3
155106,8,31,16,12,3.875,27.2857,5.9642,0.4839,16,2.3712,3,2
95570,31,236,94,38,7.6129,9.6667,6.2164,0.6017,94,5.8307,7,8
147530,3,28,24,21,9.3333,4.0,0.0,0.1429,24,2.8764,4,2
23928,5,67,43,26,13.4,16.0,9.8995,0.3582,43,6.8271,9,17
181365,14,235,128,50,16.7857,16.3846,8.6462,0.4553,128,9.3002,12,10
60042,24,317,146,52,13.2083,14.0,6.987,0.5394,146,11.5374,14,10
193163,4,29,27,16,7.25,10.0,3.6056,0.069,27,2.5824,4,5
106698,6,48,33,20,8.0,17.8,9.9599,0.3125,33,3.9544,5,2
176760,11,139,62,37,12.6364,15.9,7.5196,0.554,62,9.5503,12,8
101517,3,40,36,22,13.3333,16.5,19.0919,0.1,36,3.2584,4,2
182160,54,423,108,40,7.8333,6.6604,3.8528,0.7447,108,8.1786,10,0
98187,10,144,74,37,14.4,19.1111,8.3583,0.4861,74,6.5341,8,10
137187,9,165,113,38,18.3333,13.25,10.8595,0.3152,113,6.5996,8,11
63910,24,186,70,34,7.75,14.4783,9.6713,0.6237,70,6.7989,9,10
173690,58,343,66,30,5.9138,6.3333,4.4414,0.8076,66,6.7936,9,7
42130,6,40,32,20,6.6667,2.4,2.3022,0.2,32,2.1528,3,1
124436,11,102,64,36,9.2727,17.2,12.336,0.3725,64,5.4378,7,11
10639,26,396,126,40,15.2308,8.44,5.7451,0.6818,126,14.2133,18,12
18620,99,386,124,33,3.899,2.2857,1.7051,0.6788,124,2.4928,3,7
200269,26,381,184,56,14.6538,13.56,7.9586,0.5171,184,12.381,15,10
52733,4,38,33,20,9.5,22.0,13.8564,0.1316,33,3.1456,4,4
82213,11,92,65,33,8.3636,24.3,7.3341,0.2935,65,3.5592,5,4
203487,93,631,168,56,6.7849,3.9348,3.1477,0.7338,168,6.2581,8,8
198042,18,236,72,34,13.1111,15.8235,9.4752,0.6949,72,8.7723,11,12
47056,9,47,24,14,5.2222,19.625,8.7495,0.4894,24,5.7755,7,8
108618,36,598,195,52,16.6111,10.0286,6.0415,0.6739,195,10.7286,13,8
65333,6,57,42,22,9.5,21.2,9.576,0.2632,42,5.6435,7,4
44294,31,202,95,37,6.5161,10.5667,8.6848,0.5297,95,5.6034,7,8
161029,11,85,52,37,7.7273,5.1,4.3063,0.3882,52,5.6105,7,4
18206,4,22,21,14,5.5,18.6667,9.0185,0.0455,21,1.4683,2,3
171726,3,19,12,7,6.3333,18.0,2.8284,0.3684,12,3.2995,4,6
189481,29,521,200,73,17.9655,12.5357,8.3466,0.6161,200,18.4239,23,17
120331,4,23,13,10,5.75,29.6667,0.5774,0.4348,13,3.0031,4,9
202610,13,196,59,36,15.0769,12.25,7.497,0.699,59,10.0657,13,8
137709,12,40,18,15,3.3333,20.1818,9.1413,0.55,18,3.0434,4,1
68129,15,41,22,14,2.7333,16.5714,8.8727,0.4634,22,2.3043,3,1
113963,6,42,20,16,7.0,29.4,1.3416,0.5238,20,4.0157,5,1
111851,4,23,13,10,5.75,25.3333,8.0829,0.4348,13,2.8469,4,0
60640,9,128,71,26,14.2222,14.625,13.2658,0.4453,71,5.9273,8,6
9156,8,27,21,11,3.375,8.1429,4.0591,0.2222,21,1.5958,2,0
52375,37,116,46,19,3.1351,7.8333,7.8249,0.6034,46,2.5648,4,3
188443,19,103,8,2,5.4211,8.9444,4.8077,0.9223,8,3.9261,5,0
70272,20,116,32,21,5.8,8.0526,7.0038,0.7241,32,3.8825,5,2
27501,4,54,24,17,13.5,18.3333,16.0728,0.5556,24,6.1593,8,8
93745,26,199,57,21,7.6538,11.36,8.2254,0.7136,57,7.6386,10,7
39669,8,58,51,27,7.25,22.7143,9.9952,0.1207,51,2.4966,3,2
148825,7,64,51,29,9.1429,21.8333,8.7044,0.2031,51,3.3592,5,0
160081,3,33,28,13,11.0,4.0,1.4142,0.1515,28,5.1431,7,6
38381,9,153,96,34,17.0,7.875,2.5319,0.3725,96,11.4303,14,1
119552,14,144,48,26,10.2857,18.4615,10.1457,0.6667,48,8.3444,11,6
1262,3,4,3,3,1.3333,29.5,0.7071,0.25,3,0.9598,2,0
93500,13,127,103,45,9.7692,17.9167,10.6469,0.189,103,4.5412,6,3
61917,4,53,39,18,13.25,21.6667,13.5769,0.2642,39,10.3539,13,7
80736,5,62,47,23,12.4,22.0,10.8628,0.2419,47,7.5338,10,9
100012,25,151,25,11,6.04,9.4167,6.4869,0.8344,25,4.4866,6,3
155715,25,190,116,37,7.6,11.625,8.9822,0.3895,116,3.4089,5,9
88133,4,28,25,14,7.0,11.3333,16.1967,0.1071,25,1.6422,2,1
203123,29,149,106,32,5.1379,6.4643,6.5573,0.2886,106,2.3904,3,5
67029,13,65,40,20,5.0,12.0,12.5118,0.3846,40,2.8154,4,3
43123,99,414,91,36,4.1818,3.3265,2.7909,0.7802,91,4.8855,6,3
169117,6,68,54,31,11.3333,4.2,2.7749,0.2059,54,3.5659,5,3
4314,3,21,19,15,7.0,18.0,16.9706,0.0952,19,2.2873,3,1
187775,16,185,95,36,11.5625,9.6667,4.3534,0.4865,95,8.9553,11,17
82244,6,63,36,22,10.5,22.2,10.8259,0.4286,36,6.4683,8,9
127082,3,20,13,11,6.6667,26.5,4.9497,0.35,13,4.081,5,4
99945,9,116,44,24,12.8889,13.25,6.6922,0.6207,44,10.35,13,10
42574,15,269,180,69,17.9333,13.2143,8.9458,0.3309,180,9.3599,12,7
17827,14,49,31,14,3.5,18.8462,11.9013,0.3673,31,2.4822,3,1
53428,8,10,2,2,1.25,21.7143,9.9785,0.8,2,0.9916,2,1
36726,7,45,31,22,6.4286,30.0,0.0,0.3111,31,3.0885,4,7
128443,14,60,15,12,4.2857,18.3077,7.2959,0.75,15,3.0261,4,3
128769,5,63,38,21,12.6,16.5,13.9164,0.3968,38,6.7903,9,14
174611,9,50,33,15,5.5556,23.75,10.0534,0.34,33,4.8039,6,9
146951,10,233,179,55,23.3,17.5556,10.5607,0.2318,179,10.0605,13,2
36172,5,68,52,24,13.6,15.75,10.7199,0.2353,52,4.439,6,6
137386,9,16,8,8,1.7778,18.125,9.9058,0.5,8,1.1747,2,1
90440,4,26,19,9,6.5,25.3333,6.4291,0.2692,19,4.3364,6,10
95464,7,37,34,26,5.2857,24.8333,10.2843,0.0811,34,1.4399,2,1
14431,7,44,29,21,6.2857,13.6667,13.5892,0.3409,29,3.3195,4,5
35657,7,33,12,12,4.7143,4.6667,1.8619,0.6364,12,3.4244,5,5
150324,16,302,146,55,18.875,12.4,6.4009,0.5166,146,14.1275,17,20
61016,4,16,12,8,4.0,9.3333,6.8069,0.25,12,2.4725,3,0
75236,5,24,17,11,4.8,6.25,2.9861,0.2917,17,2.4327,3,3
119326,12,153,80,32,12.75,15.6364,9.3944,0.4771,80,8.3961,11,6
87979,6,79,43,27,13.1667,20.6,8.8487,0.4557,43,9.6189,12,12
145664,13,197,50,14,15.1538,13.75,10.3671,0.7462,50,15.7649,19,20
194030,22,489,224,58,22.2273,11.9048,7.3614,0.5419,224,14.7363,18,15
178951,6,11,9,6,1.8333,8.2,12.276,0.1818,9,0.9915,2,0
193609,15,117,49,28,7.8,14.5,8.847,0.5812,49,5.8268,7,2
42290,6,117,82,30,19.5,13.8,5.9749,0.2991,82,10.3542,13,8
13124,16,108,22,14,6.75,10.2,3.7071,0.7963,22,6.8759,9,12
6552,3,26,15,11,8.6667,30.0,0.0,0.4231,15,5.3255,7,7
23873,11,248,97,43,22.5455,13.6,10.3944,0.6089,97,8.2511,10,26
196467,6,72,54,27,12.0,27.0,4.7958,0.25,54,4.7452,6,5
196322,30,166,69,40,5.5333,9.8966,7.706,0.5843,69,3.7623,5,5
50085,6,29,20,14,4.8333,18.4,10.5972,0.3103,20,1.8401,3,3
4927,8,49,19,15,6.125,27.5714,4.3916,0.6122,19,3.9726,5,3
165993,4,23,17,13,5.75,13.6667,6.5064,0.2609,17,2.6424,4,5
170848,88,860,212,60,9.7727,4.1379,2.6727,0.7535,212,6.9708,9,5
9145,8,75,39,25,9.375,28.2857,2.9277,0.48,39,7.1883,9,7
194688,85,1315,396,97,15.4706,4.2857,3.5485,0.6989,396,11.5915,14,10
35181,37,700,111,30,18.9189,9.4167,6.9256,0.8414,111,20.3347,25,13
165343,17,140,115,56,8.2353,16.75,9.4128,0.1786,115,3.0092,4,3
71816,6,46,24,17,7.6667,15.8,8.6139,0.4783,24,5.3094,7,6
94704,4,5,2,2,1.25,20.3333,16.7432,0.6,2,0.8703,2,0
93839,5,45,31,18,9.0,7.75,2.63,0.3111,31,4.7617,6,1
194303,10,58,46,23,5.8,12.4444,11.1143,0.2069,46,2.1527,3,1
68815,5,45,40,24,9.0,17.0,15.3623,0.1111,40,2.1009,3,1
33749,39,566,152,53,14.5128,7.8947,6.1723,0.7314,152,16.4794,20,18
55654,7,163,93,33,23.2857,19.8333,8.2321,0.4294,93,16.7768,21,18
76130,24,114,50,29,4.75,9.3913,9.0991,0.5614,50,3.1734,4,1
166299,11,164,100,46,14.9091,22.6,8.5271,0.3902,100,4.679,6,7
127822,3,11,10,8,3.6667,15.5,14.8492,0.0909,10,1.2211,2,2
66817,70,1360,276,73,19.4286,4.4493,2.5061,0.7971,276,28.2442,34,22
19337,9,18,8,7,2.0,20.5,7.9462,0.5556,8,1.4889,2,1
81530,12,60,20,5,5.0,14.0,6.8993,0.6667,20,4.0713,5,2
123934,14,78,40,26,5.5714,15.4615,8.6854,0.4872,40,3.9385,5,2
43016,10,226,116,41,22.6,25.3333,6.8007,0.4867,116,15.5603,19,0
129496,39,286,78,31,7.3333,6.7895,6.0366,0.7273,78,6.742,9,10
132449,16,155,94,38,9.6875,13.2667,9.2154,0.3935,94,6.363,8,9
62520,3,13,10,9,4.3333,24.5,7.7782,0.2308,10,2.4814,3,4
105943,4,55,36,27,13.75,14.6667,13.3167,0.3455,36,9.1095,11,5
97869,18,114,31,22,6.3333,11.8235,8.2024,0.7281,31,4.3823,6,7
78095,6,30,21,13,5.0,20.6,12.5817,0.3,21,2.6406,4,1
51589,11,58,46,24,5.2727,7.4,7.2908,0.2069,46,2.8572,4,0
137584,4,22,21,15,5.5,30.0,0.0,0.0455,21,1.5075,2,0
172070,15,316,147,64,21.0667,7.1429,7.1021,0.5348,147,15.5415,19,16
189973,5,89,47,25,17.8,8.75,2.5,0.4719,47,13.301,16,9
158260,4,34,27,20,8.5,20.0,8.7178,0.2059,27,2.7674,4,4
129506,8,44,34,17,5.5,11.8571,12.6152,0.2273,34,1.9415,3,1
42216,34,658,149,38,19.3529,10.0303,5.3647,0.7736,149,16.5767,20,21
130824,18,51,44,28,2.8333,8.4118,9.186,0.1373,44,0.7623,1,0
32950,5,16,7,7,3.2,22.0,11.3137,0.5625,7,2.5072,4,0
127430,16,203,107,56,12.6875,20.3333,6.2297,0.4729,107,7.5459,10,11
89087,27,316,174,50,11.7037,12.1923,8.4759,0.4494,174,4.7718,6,5
76184,42,227,114,40,5.4048,8.6829,5.9642,0.4978,114,4.6578,6,4
141634,22,155,58,32,7.0455,6.5238,5.2595,0.6258,58,4.1275,5,0
60020,3,31,21,12,10.3333,29.0,1.4142,0.3226,21,5.5881,7,3
201042,21,141,81,35,6.7143,13.8,10.1286,0.4255,81,4.4976,6,1
75925,6,62,42,27,10.3333,12.2,11.9875,0.3226,42,5.8261,7,4
102257,6,51,35,24,8.5,21.2,12.0499,0.3137,35,7.7474,10,10
53712,13,102,35,13,7.8462,6.4167,7.1026,0.6569,35,6.8506,9,5
88675,5,116,72,28,23.2,23.5,5.6862,0.3793,72,13.1356,16,9
169412,5,13,8,4,2.6,18.0,8.8318,0.3846,8,2.2655,3,4
99963,89,784,257,60,8.809,3.875,4.2987,0.6722,257,5.6818,7,2
147054,9,73,51,37,8.1111,7.625,9.2572,0.3014,51,5.2839,7,4
17442,18,155,79,36,8.6111,16.0,10.3138,0.4903,79,6.9148,9,11
199818,5,122,78,34,24.4,11.5,4.5092,0.3607,78,11.3345,14,17
161885,25,341,107,27,13.64,10.1667,5.8359,0.6862,107,8.8089,11,15
105868,22,127,69,40,5.7727,12.1429,8.2782,0.4567,69,3.0662,4,1
174127,10,63,39,24,6.3,16.6667,7.7136,0.381,39,3.3463,5,7
190677,6,26,18,15,4.3333,28.2,4.0249,0.3077,18,2.9703,4,7
168782,8,64,37,23,8.0,17.8571,11.582,0.4219,37,4.9302,6,2
42337,4,22,14,13,5.5,22.6667,9.4516,0.3636,14,2.9652,4,4
75685,43,524,92,41,12.186,6.6667,4.2119,0.8244,92,18.2244,22,19
163850,15,238,74,31,15.8667,16.4286,8.5459,0.6891,74,14.2689,18,14
139325,6,47,24,17,7.8333,19.6,9.6333,0.4894,24,5.0698,7,4
117999,8,74,52,22,9.25,21.1429,11.3053,0.2973,52,6.7136,9,2
125668,99,1039,356,68,10.4949,2.6837,3.1966,0.6574,356,9.0041,11,15
203315,5,26,15,11,5.2,7.0,3.4641,0.4231,15,3.6645,5,3
2592,28,460,179,55,16.4286,12.3333,6.8275,0.6109,179,13.1257,16,9
45652,6,100,60,33,16.6667,25.0,7.5498,0.4,60,8.7271,11,14
142548,21,34,12,8,1.619,15.05,9.3835,0.6471,12,1.4862,2,1
188979,3,3,1,1,1.0,7.5,0.7071,0.6667,1,0.8462,1,1
202347,72,274,82,32,3.8056,5.0,3.9024,0.7007,82,2.8753,4,1
167135,25,69,25,15,2.76,11.25,6.4757,0.6377,25,2.7664,4,2
189312,9,39,25,17,4.3333,17.25,9.9103,0.359,25,2.2417,3,2
1095,31,378,120,51,12.1935,11.2333,6.4041,0.6825,120,10.9141,14,4
129448,42,581,105,41,13.8333,6.6585,4.3394,0.8193,105,17.0819,21,18
134424,8,23,15,6,2.875,20.2857,10.2423,0.3478,15,1.1954,2,1
160511,6,76,47,27,12.6667,18.0,8.1854,0.3816,47,6.0052,8,8
135953,5,44,41,26,8.8,30.0,0.0,0.0682,41,2.1956,3,0
198135,11,26,6,6,2.3636,25.9,6.6575,0.7692,6,2.8013,4,2
72700,4,9,3,2,2.25,11.3333,10.2632,0.6667,3,1.696,3,2
66597,6,20,14,10,3.3333,30.0,0.0,0.3,14,1.0565,2,2
59594,6,28,24,18,4.6667,22.0,11.158,0.1429,24,1.4146,2,3
96914,13,219,79,35,16.8462,6.1667,1.5275,0.6393,79,14.5769,18,8
68831,6,32,27,14,5.3333,24.2,12.9692,0.1562,27,1.167,2,2
15512,3,25,22,12,8.3333,30.0,0.0,0.12,22,2.8985,4,1
45413,9,109,43,20,12.1111,13.0,11.2504,0.6055,43,8.4286,11,1
81750,49,363,25,14,7.4082,7.4375,1.9776,0.9311,25,7.6343,10,8
160652,28,202,85,37,7.2143,12.0741,7.4932,0.5792,85,7.7557,10,5
62173,10,167,53,27,16.7,23.3333,9.4207,0.6826,53,11.6711,15,19
199444,11,121,88,40,11.0,25.7,5.6578,0.2727,88,4.9539,6,5
171699,7,139,99,36,19.8571,19.5,12.3085,0.2878,99,9.5865,12,15
72316,23,221,134,33,9.6087,14.9091,9.8991,0.3937,134,5.6853,7,10
101268,27,244,152,64,9.037,11.0,10.0717,0.377,152,5.4159,7,1
196661,6,31,27,18,5.1667,15.4,11.1265,0.129,27,1.2962,2,5
116001,8,13,8,5,1.625,18.4286,9.4667,0.3846,8,0.9331,2,1
88890,95,729,251,73,7.6737,3.6596,2.6983,0.6557,251,7.3977,9,6
199470,44,205,50,28,4.6591,6.6512,4.5245,0.7561,50,6.8511,9,4
152648,47,268,36,19,5.7021,7.6087,3.63,0.8657,36,5.4653,7,8
182708,4,10,8,8,2.5,30.0,0.0,0.2,8,1.2447,2,1
168225,17,71,30,17,4.1765,14.0,7.5895,0.5775,30,3.0325,4,7
34299,3,46,37,15,15.3333,24.0,5.6569,0.1957,37,7.8443,10,4
117845,4,7,6,6,1.75,26.0,6.9282,0.1429,6,0.9941,2,1
180171,8,84,40,23,10.5,16.5714,9.1261,0.5238,40,6.6872,9,8
200982,6,55,43,21,9.1667,7.2,3.9623,0.2182,43,4.8299,6,3
54068,24,261,112,38,10.875,6.7826,6.9148,0.5709,112,6.7364,9,3
53683,5,55,31,18,11.0,19.5,9.9833,0.4364,31,6.6409,8,9
17493,59,421,153,59,7.1356,4.4655,2.748,0.6366,153,9.2983,12,16
172211,83,817,184,58,9.8434,4.3902,3.915,0.7748,184,8.7884,11,10
82993,6,58,36,22,9.6667,20.0,7.9687,0.3793,36,5.0341,7,7
143272,3,50,44,25,16.6667,18.5,2.1213,0.12,44,5.5324,7,4
59760,3,45,21,14,15.0,30.0,0.0,0.5333,21,8.9608,11,11
28767,3,56,43,32,18.6667,30.0,0.0,0.2321,43,10.212,13,11
31853,4,35,22,15,8.75,13.3333,14.4684,0.3714,22,5.3701,7,7
56164,21,103,38,23,4.9048,13.1,8.5341,0.6311,38,2.9818,4,2
62847,6,66,42,28,11.0,23.4,10.4786,0.3636,42,5.3962,7,3
40863,8,51,30,17,6.375,15.2857,7.9522,0.4118,30,2.9245,4,3
95127,3,24,22,17,8.0,21.0,12.7279,0.0833,22,2.1566,3,3
147900,57,350,74,32,6.1404,6.375,3.4035,0.7886,74,7.5346,10,4
79392,24,469,155,54,19.5417,12.3478,8.4725,0.6695,155,14.2384,18,13
110481,3,20,18,9,6.6667,2.5,2.1213,0.1,18,1.6405,2,3
45281,3,81,55,39,27.0,7.0,2.8284,0.321,55,15.2203,19,25
204009,4,25,21,17,6.25,24.6667,9.2376,0.16,21,2.1418,3,0
49773,10,139,95,44,13.9,14.2222,11.7769,0.3165,95,7.1707,9,5
47702,10,144,90,40,14.4,24.2222,7.2591,0.375,90,8.267,10,9
132457,18,109,57,34,6.0556,12.5294,9.8178,0.4771,57,4.707,6,2
196249,9,79,40,23,8.7778,3.625,1.598,0.4937,40,7.0115,9,9
78038,50,575,214,55,11.5,7.2857,5.1357,0.6278,214,10.3227,13,21
42607,3,30,20,11,10.0,22.0,11.3137,0.3333,20,4.5605,6,5
139999,3,36,28,19,12.0,22.0,11.3137,0.2222,28,4.2308,6,5
190312,7,85,49,22,12.1429,22.6667,6.802,0.4235,49,12.8977,16,4
120807,4,23,17,14,5.75,11.0,12.1655,0.2609,17,3.0474,4,2
155540,25,269,72,32,10.76,13.4583,7.1565,0.7323,72,9.4504,12,9
22289,4,19,11,9,4.75,9.3333,5.8595,0.4211,11,3.4321,5,5
187597,6,74,48,19,12.3333,19.4,10.5262,0.3514,48,5.3988,7,7
138189,24,200,88,38,8.3333,11.1739,8.2222,0.56,88,5.5403,7,1
164455,5,5,1,1,1.0,30.0,0.0,0.8,1,0.8589,1,1
116911,9,132,85,35,14.6667,17.0,11.3137,0.3561,85,7.1906,9,5
161661,8,92,43,22,11.5,17.4286,10.3256,0.5326,43,6.1016,8,2
200100,4,28,15,11,7.0,9.0,6.0828,0.4643,15,3.4559,5,4
175487,64,751,179,64,11.7344,5.7302,3.878,0.7617,179,7.4346,9,2
108031,71,2207,286,66,31.0845,5.1571,4.1236,0.8704,286,36.8468,45,25
103254,9,88,73,32,9.7778,21.875,10.0348,0.1705,73,3.6982,5,1
202549,6,51,44,23,8.5,22.8,7.2595,0.1373,44,2.3563,3,9
129974,22,175,62,26,7.9545,15.619,5.3054,0.6457,62,8.3815,11,8
123506,4,38,36,25,9.5,4.6667,3.5119,0.0526,36,2.196,3,1
37831,5,33,26,14,6.6,18.75,14.0327,0.2121,26,2.7557,4,2
147464,20,197,82,35,9.85,12.0526,10.0525,0.5838,82,10.369,13,11
84304,23,207,85,38,9.0,14.0,10.7659,0.5894,85,6.1016,8,26
204339,10,155,89,32,15.5,23.8889,8.403,0.4258,89,8.1444,10,18
108180,5,16,11,8,3.2,30.0,0.0,0.3125,11,1.889,3,2
82920,6,44,31,17,7.3333,5.0,4.7434,0.2955,31,4.1913,6,0
98940,46,445,239,57,9.6739,5.6222,4.0299,0.4629,239,5.275,7,2
65152,3,5,4,3,1.6667,22.5,7.7782,0.2,4,1.0854,2,1
45387,9,78,25,15,8.6667,14.0,7.5404,0.6795,25,7.5929,10,9
1321,17,199,71,20,11.7059,18.6875,9.6244,0.6432,71,11.6927,15,16
51712,58,1334,216,62,23.0,6.3158,5.4745,0.8381,216,25.294,31,6
16896,21,128,90,41,6.0952,14.5,11.9846,0.2969,90,4.1386,5,5
105218,45,272,84,35,6.0444,6.9773,4.9344,0.6912,84,4.8236,6,6
144560,6,88,65,31,14.6667,16.2,11.7983,0.2614,65,6.1253,8,8
112152,17,146,47,20,8.5882,10.4375,7.2293,0.6781,47,8.4304,11,7
108912,10,62,40,26,6.2,17.8889,11.6022,0.3548,40,4.3414,6,4
136224,16,158,94,40,9.875,17.8,10.1362,0.4051,94,5.6627,7,1
193392,3,26,25,14,8.6667,30.0,0.0,0.0385,25,4.5179,6,1
52414,7,81,43,19,11.5714,22.1667,8.085,0.4691,43,6.7766,9,10
163035,7,140,97,39,20.0,4.3333,1.633,0.3071,97,9.1326,11,12
113437,27,311,78,49,11.5185,9.1538,7.3359,0.7492,78,4.6959,6,1
189950,4,76,51,21,19.0,16.6667,9.2916,0.3289,51,10.6736,13,10
54484,3,19,15,13,6.3333,18.5,6.364,0.2105,15,2.6634,4,3
158349,20,221,88,37,11.05,5.0,3.3333,0.6018,88,7.5983,10,9
31462,3,35,24,15,11.6667,25.5,3.5355,0.3143,24,5.1794,7,10
144359,5,35,33,22,7.0,22.5,10.8474,0.0571,33,2.0095,3,1
136427,7,49,33,15,7.0,25.1667,6.8532,0.3265,33,4.6279,6,7
542,3,12,9,7,4.0,19.5,14.8492,0.25,9,1.7128,3,2
165005,99,929,139,57,9.3838,2.1531,1.6644,0.8504,139,13.8607,17,16
131525,4,76,66,33,19.0,14.3333,13.5769,0.1316,66,4.2528,6,8
9541,27,356,142,56,13.1852,9.1923,5.0519,0.6011,142,7.5812,10,4
93410,13,52,13,10,4.0,7.1667,1.7495,0.75,13,3.4105,5,3
64362,9,100,73,32,11.1111,15.25,9.7211,0.27,73,4.4164,6,4
23944,8,26,22,16,3.25,20.0,7.9373,0.1538,22,1.1012,2,1
52485,4,23,19,13,5.75,24.3333,9.815,0.1739,19,2.1187,3,1
27239,3,65,48,25,21.6667,12.0,4.2426,0.2615,48,11.8814,15,7
72968,20,184,86,42,9.2,9.5789,6.3972,0.5326,86,4.8357,6,5
19132,3,30,26,19,10.0,17.0,16.9706,0.1333,26,3.6281,5,8
92604,7,59,47,28,8.4286,23.3333,10.5578,0.2034,47,2.8909,4,0
62485,5,31,19,12,6.2,10.5,9.8826,0.3871,19,3.8323,5,3
135322,5,72,45,21,14.4,30.0,0.0,0.375,45,8.0573,10,4
126844,12,240,119,52,20.0,18.1818,9.0202,0.5042,119,12.0319,15,17
79880,13,74,37,16,5.6923,17.4167,8.0618,0.5,37,4.6353,6,3
8464,14,108,59,29,7.7143,10.5385,7.677,0.4537,59,5.6752,7,5
57728,27,197,109,49,7.2963,10.0769,8.2167,0.4467,109,3.1633,4,3
116280,20,192,55,16,9.6,12.8421,5.4085,0.7135,55,9.572,12,16
46147,4,18,12,11,4.5,24.6667,9.2376,0.3333,12,2.1975,3,0
89765,19,301,83,31,15.8421,13.0556,8.2138,0.7243,83,8.0154,10,4
135909,48,317,103,42,6.6042,7.6809,3.9404,0.6751,103,4.0342,5,3
188186,44,389,115,42,8.8409,7.1163,4.2885,0.7044,115,8.9198,11,7
48974,11,79,40,20,7.1818,23.0,6.1464,0.4937,40,4.9491,6,6
194522,8,72,44,24,9.0,25.4286,5.6231,0.3889,44,5.7403,7,6
94145,12,97,27,14,8.0833,8.2727,2.7236,0.7216,27,6.3708,8,7
16853,5,101,59,31,20.2,23.75,7.7621,0.4158,59,13.9491,17,1
109840,3,21,13,12,7.0,23.0,9.8995,0.381,13,4.2883,6,3
53232,28,90,29,19,3.2143,10.2593,6.8196,0.6778,29,2.8687,4,4
200841,3,26,22,16,8.6667,9.0,5.6569,0.1538,22,3.8342,5,5
180135,99,683,126,46,6.899,2.6735,2.2188,0.8155,126,5.7133,7,4
109961,3,17,7,5,5.6667,14.0,1.4142,0.5882,7,4.654,6,5
1034,6,43,25,15,7.1667,16.4,10.015,0.4186,25,5.7465,7,3
34029,8,98,63,30,12.25,21.5714,8.2837,0.3571,63,5.5541,7,5
153276,14,90,32,16,6.4286,12.0769,7.2739,0.6444,32,4.3396,6,3
100054,3,20,20,12,6.6667,26.0,4.2426,0.0,20,1.1148,2,0
85225,7,58,22,13,8.2857,17.3333,9.5638,0.6207,22,5.8008,7,3
126075,4,19,14,13,4.75,16.0,12.7671,0.2632,14,1.759,3,0
